Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Mateus Barbosa,Eletrônicos,1120.87,2877.1,0.18,0.24,2020-01-29
Camila Carvalho,Casa,4106.5,1583.87,0.29,0.23,2020-01-29
Diego Cardoso,Vestuário,802.26,3576.22,0.21,0.15,2020-01-29
Jorge Santos,Brinquedo,70.95,3322.36,0.15,0.28,2020-01-29
Raphael Silva,Papelaria,392.05,569.55,0.38,0.54,2020-01-29
Caroline Reis,Papelaria,56.53,490.98,0.27,0.49,2020-01-29
Letícia Nascimento,Eletrônicos,456.49,3369.16,0.22,0.19,2020-01-30
Ana Sousa,Eletrônicos,1383.16,4836.36,0.17,0.19,2020-01-30
Gustavo Martins,Eletrônicos,1085.18,1705.1,0.22,0.22,2020-01-30
Beatriz Santos,Vestuário,2823.0,2437.86,0.19,0.16,2020-01-30
Camila Lima,Vestuário,2683.09,2944.85,0.2,0.2,2020-01-30
Thiago Barbosa,Acessórios,979.98,1570.23,0.66,0.54,2020-01-30
Letícia Ribeiro,Acessórios,804.72,1522.53,0.28,0.6,2020-01-30
Enzo Nascimento,Casa,2498.92,4283.48,0.18,0.23,2020-01-30
Guilherme Santos,Casa,2387.43,3132.67,0.33,0.31,2020-01-30
Vitória Ribeiro,Brinquedo,1294.75,2412.47,0.17,0.21,2020-01-30
Julia Araújo,Esportes,2735.65,3589.79,0.23,0.33,2020-01-30
Lucas Rodrigues,Esportes,3637.76,4631.94,0.36,0.31,2020-01-30
Thiago Carvalho,Esportes,2424.89,1696.08,0.48,0.35,2020-01-30
Mateus Barbosa,Eletrônicos,102.36,2763.44,0.17,0.19,2020-01-30
Camila Carvalho,Casa,4144.91,1582.9,0.36,0.25,2020-01-30
Diego Cardoso,Vestuário,2957.01,1570.5,0.15,0.17,2020-01-30
Jorge Santos,Brinquedo,1467.07,4014.56,0.26,0.23,2020-01-30
Raphael Silva,Papelaria,498.81,374.8,0.25,0.4,2020-01-30
Caroline Reis,Papelaria,439.31,697.09,0.52,0.5,2020-01-30
Letícia Nascimento,Eletrônicos,723.7,4859.39,0.19,0.16,2020-01-31
Ana Sousa,Eletrônicos,2581.32,3514.81,0.26,0.17,2020-01-31
Gustavo Martins,Eletrônicos,677.92,1480.92,0.31,0.18,2020-01-31
Beatriz Santos,Vestuário,142.65,2027.14,0.13,0.17,2020-01-31
Camila Lima,Vestuário,821.03,3117.41,0.2,0.17,2020-01-31
Thiago Barbosa,Acessórios,1129.01,1159.33,0.76,0.42,2020-01-31
Letícia Ribeiro,Acessórios,1125.66,1027.09,0.34,0.42,2020-01-31
Enzo Nascimento,Casa,444.04,3641.48,0.13,0.24,2020-01-31
Guilherme Santos,Casa,1965.98,2441.67,0.2,0.33,2020-01-31
Vitória Ribeiro,Brinquedo,607.45,2013.19,0.38,0.24,2020-01-31
Julia Araújo,Esportes,1194.24,1718.33,0.43,0.38,2020-01-31
Lucas Rodrigues,Esportes,504.73,3649.44,0.3,0.34,2020-01-31
Thiago Carvalho,Esportes,477.27,3166.9,0.17,0.3,2020-01-31
Mateus Barbosa,Eletrônicos,1440.91,3597.09,0.27,0.17,2020-01-31
Camila Carvalho,Casa,4607.77,2572.81,0.37,0.28,2020-01-31
Diego Cardoso,Vestuário,1106.77,2018.19,0.16,0.2,2020-01-31
Jorge Santos,Brinquedo,3053.22,3723.24,0.18,0.3,2020-01-31
Raphael Silva,Papelaria,526.03,771.01,0.45,0.47,2020-01-31
Caroline Reis,Papelaria,153.01,356.19,0.2,0.49,2020-01-31
Letícia Nascimento,Eletrônicos,3214.12,2338.74,0.26,0.17,2020-02-01
Ana Sousa,Eletrônicos,2882.66,3895.95,0.27,0.22,2020-02-01
Gustavo Martins,Eletrônicos,509.88,4433.26,0.13,0.21,2020-02-01
Beatriz Santos,Vestuário,2032.68,3260.27,0.15,0.15,2020-02-01
Camila Lima,Vestuário,1784.51,2644.28,0.08,0.17,2020-02-01
Thiago Barbosa,Acessórios,959.51,1245.92,0.52,0.46,2020-02-01
Letícia Ribeiro,Acessórios,778.27,465.31,0.32,0.54,2020-02-01
Enzo Nascimento,Casa,3178.74,5696.56,0.23,0.23,2020-02-01
Guilherme Santos,Casa,3695.14,4417.89,0.22,0.29,2020-02-01
Vitória Ribeiro,Brinquedo,394.57,3153.31,0.24,0.24,2020-02-01
Julia Araújo,Esportes,2314.47,4109.39,0.47,0.35,2020-02-01
Lucas Rodrigues,Esportes,3983.95,2345.11,0.14,0.34,2020-02-01
Thiago Carvalho,Esportes,1596.0,4095.27,0.34,0.3,2020-02-01
Mateus Barbosa,Eletrônicos,1145.68,1713.35,0.11,0.2,2020-02-01
Camila Carvalho,Casa,2269.94,1853.01,0.21,0.23,2020-02-01
Diego Cardoso,Vestuário,436.08,2405.95,0.17,0.17,2020-02-01
Jorge Santos,Brinquedo,2950.94,3531.92,0.15,0.29,2020-02-01
Raphael Silva,Papelaria,180.36,665.72,0.25,0.54,2020-02-01
Caroline Reis,Papelaria,353.91,395.95,0.25,0.52,2020-02-01
Letícia Nascimento,Eletrônicos,1519.48,3290.1,0.24,0.22,2020-02-02
Ana Sousa,Eletrônicos,254.81,3976.22,0.32,0.18,2020-02-02
Gustavo Martins,Eletrônicos,3735.35,3158.19,0.08,0.17,2020-02-02
Beatriz Santos,Vestuário,2570.73,1638.03,0.28,0.15,2020-02-02
Camila Lima,Vestuário,1375.46,3386.9,0.16,0.15,2020-02-02
Thiago Barbosa,Acessórios,708.76,1062.25,0.3,0.48,2020-02-02
Letícia Ribeiro,Acessórios,528.7,814.88,0.7,0.52,2020-02-02
Enzo Nascimento,Casa,2463.84,3369.53,0.4,0.31,2020-02-02
Guilherme Santos,Casa,3889.89,4746.07,0.28,0.24,2020-02-02
Vitória Ribeiro,Brinquedo,1002.4,2589.27,0.15,0.29,2020-02-02
Julia Araújo,Esportes,3900.97,3158.92,0.42,0.27,2020-02-02
Lucas Rodrigues,Esportes,2843.52,1534.55,0.33,0.39,2020-02-02
Thiago Carvalho,Esportes,3281.23,4763.7,0.34,0.38,2020-02-02
Mateus Barbosa,Eletrônicos,1203.08,3602.06,0.29,0.23,2020-02-02
Camila Carvalho,Casa,142.67,4245.93,0.15,0.3,2020-02-02
Diego Cardoso,Vestuário,1661.84,1175.91,0.19,0.16,2020-02-02
Jorge Santos,Brinquedo,296.02,2302.3,0.31,0.26,2020-02-02
Raphael Silva,Papelaria,279.86,603.91,0.5,0.41,2020-02-02
Caroline Reis,Papelaria,365.52,633.19,0.43,0.49,2020-02-02
Letícia Nascimento,Eletrônicos,2403.22,3975.7,0.22,0.18,2020-02-03
Ana Sousa,Eletrônicos,1523.75,1463.07,0.28,0.22,2020-02-03
Gustavo Martins,Eletrônicos,3451.26,1349.03,0.14,0.16,2020-02-03
Beatriz Santos,Vestuário,322.73,2802.67,0.12,0.17,2020-02-03
Camila Lima,Vestuário,461.41,3161.22,0.27,0.18,2020-02-03
Thiago Barbosa,Acessórios,1260.08,1127.54,0.5,0.44,2020-02-03
Letícia Ribeiro,Acessórios,785.59,1193.34,0.54,0.5,2020-02-03
Enzo Nascimento,Casa,2129.27,2027.39,0.12,0.3,2020-02-03
Guilherme Santos,Casa,2419.91,5102.56,0.14,0.31,2020-02-03
Vitória Ribeiro,Brinquedo,2797.15,2552.66,0.1,0.21,2020-02-03
Julia Araújo,Esportes,3830.48,4651.91,0.47,0.33,2020-02-03
Lucas Rodrigues,Esportes,871.89,3364.63,0.44,0.36,2020-02-03
Thiago Carvalho,Esportes,1547.19,4861.8,0.48,0.38,2020-02-03
Mateus Barbosa,Eletrônicos,2004.69,3621.63,0.15,0.22,2020-02-03
Camila Carvalho,Casa,1623.62,2958.11,0.29,0.23,2020-02-03
Diego Cardoso,Vestuário,2228.51,2113.32,0.08,0.17,2020-02-03
Jorge Santos,Brinquedo,2929.18,1132.35,0.26,0.3,2020-02-03
Raphael Silva,Papelaria,146.87,438.61,0.49,0.43,2020-02-03
Caroline Reis,Papelaria,138.67,408.79,0.34,0.43,2020-02-03
Letícia Nascimento,Eletrônicos,3346.29,3576.03,0.27,0.22,2020-02-04
Ana Sousa,Eletrônicos,864.21,3142.5,0.11,0.21,2020-02-04
Gustavo Martins,Eletrônicos,1913.42,1398.27,0.16,0.21,2020-02-04
Beatriz Santos,Vestuário,2722.64,2038.14,0.27,0.14,2020-02-04
Camila Lima,Vestuário,484.07,2482.29,0.15,0.15,2020-02-04
Thiago Barbosa,Acessórios,1012.01,1500.22,0.5,0.4,2020-02-04
Letícia Ribeiro,Acessórios,1175.76,1446.28,0.68,0.42,2020-02-04
Enzo Nascimento,Casa,426.85,2033.85,0.22,0.29,2020-02-04
Guilherme Santos,Casa,1239.86,4407.72,0.41,0.31,2020-02-04
Vitória Ribeiro,Brinquedo,1224.73,1407.64,0.1,0.24,2020-02-04
Julia Araújo,Esportes,1738.96,3358.96,0.42,0.27,2020-02-04
Lucas Rodrigues,Esportes,2264.09,3555.88,0.16,0.33,2020-02-04
Thiago Carvalho,Esportes,4074.39,2957.23,0.44,0.36,2020-02-04
Mateus Barbosa,Eletrônicos,2071.97,3994.5,0.12,0.17,2020-02-04
Camila Carvalho,Casa,845.11,4051.72,0.25,0.29,2020-02-04
Diego Cardoso,Vestuário,1484.24,1468.85,0.25,0.16,2020-02-04
Jorge Santos,Brinquedo,2856.59,1861.89,0.16,0.21,2020-02-04
Raphael Silva,Papelaria,300.42,387.54,0.27,0.41,2020-02-04
Caroline Reis,Papelaria,227.53,745.2,0.2,0.41,2020-02-04
Letícia Nascimento,Eletrônicos,1824.6,2238.3,0.3,0.22,2020-02-05
Ana Sousa,Eletrônicos,3727.56,4657.51,0.24,0.19,2020-02-05
Gustavo Martins,Eletrônicos,1269.8,1631.67,0.28,0.22,2020-02-05
Beatriz Santos,Vestuário,1468.23,2855.52,0.27,0.17,2020-02-05
Camila Lima,Vestuário,625.55,2180.85,0.25,0.21,2020-02-05
Thiago Barbosa,Acessórios,476.81,637.77,0.72,0.52,2020-02-05
Letícia Ribeiro,Acessórios,953.37,960.3,0.62,0.46,2020-02-05
Enzo Nascimento,Casa,1246.16,4335.07,0.2,0.29,2020-02-05
Guilherme Santos,Casa,2688.6,3306.85,0.19,0.28,2020-02-05
Vitória Ribeiro,Brinquedo,986.99,1251.4,0.33,0.22,2020-02-05
Julia Araújo,Esportes,1173.07,4933.44,0.4,0.29,2020-02-05
Lucas Rodrigues,Esportes,3480.03,4595.5,0.51,0.35,2020-02-05
Thiago Carvalho,Esportes,2620.11,3891.63,0.35,0.29,2020-02-05
Mateus Barbosa,Eletrônicos,866.45,4097.29,0.26,0.2,2020-02-05
Camila Carvalho,Casa,202.9,4156.87,0.24,0.24,2020-02-05
Diego Cardoso,Vestuário,2418.33,3372.36,0.17,0.17,2020-02-05
Jorge Santos,Brinquedo,519.25,1872.29,0.24,0.23,2020-02-05
Raphael Silva,Papelaria,100.58,834.35,0.2,0.49,2020-02-05
Caroline Reis,Papelaria,287.98,455.91,0.41,0.43,2020-02-05
Letícia Nascimento,Eletrônicos,1610.62,4731.6,0.19,0.22,2020-02-06
Ana Sousa,Eletrônicos,136.5,3913.91,0.15,0.17,2020-02-06
Gustavo Martins,Eletrônicos,589.55,4053.02,0.27,0.22,2020-02-06
Beatriz Santos,Vestuário,1059.41,2470.99,0.15,0.15,2020-02-06
Camila Lima,Vestuário,727.64,2521.11,0.1,0.19,2020-02-06
Thiago Barbosa,Acessórios,754.13,985.04,0.54,0.46,2020-02-06
Letícia Ribeiro,Acessórios,846.21,455.86,0.54,0.5,2020-02-06
Enzo Nascimento,Casa,2445.6,1974.33,0.19,0.3,2020-02-06
Guilherme Santos,Casa,396.15,5631.17,0.37,0.24,2020-02-06
Vitória Ribeiro,Brinquedo,1319.38,1317.99,0.28,0.27,2020-02-06
Julia Araújo,Esportes,2807.24,4142.82,0.23,0.38,2020-02-06
Lucas Rodrigues,Esportes,2614.23,2142.94,0.29,0.27,2020-02-06
Thiago Carvalho,Esportes,3460.04,3107.41,0.33,0.3,2020-02-06
Mateus Barbosa,Eletrônicos,3656.67,3026.29,0.1,0.21,2020-02-06
Camila Carvalho,Casa,1298.59,5517.75,0.14,0.31,2020-02-06
Diego Cardoso,Vestuário,187.73,3254.75,0.1,0.19,2020-02-06
Jorge Santos,Brinquedo,869.12,3354.28,0.27,0.22,2020-02-06
Raphael Silva,Papelaria,515.18,529.17,0.4,0.5,2020-02-06
Caroline Reis,Papelaria,53.86,621.85,0.34,0.38,2020-02-06
Letícia Nascimento,Eletrônicos,3218.45,2273.03,0.13,0.21,2020-02-07
Ana Sousa,Eletrônicos,621.85,4394.46,0.24,0.22,2020-02-07
Gustavo Martins,Eletrônicos,1391.54,3549.21,0.22,0.18,2020-02-07
Beatriz Santos,Vestuário,2763.36,1542.35,0.22,0.17,2020-02-07
Camila Lima,Vestuário,1089.08,1458.09,0.22,0.2,2020-02-07
Thiago Barbosa,Acessórios,1143.72,858.68,0.42,0.58,2020-02-07
Letícia Ribeiro,Acessórios,473.92,1344.58,0.76,0.42,2020-02-07
Enzo Nascimento,Casa,727.81,4307.53,0.36,0.25,2020-02-07
Guilherme Santos,Casa,3783.79,3329.21,0.23,0.26,2020-02-07
Vitória Ribeiro,Brinquedo,3113.29,2722.12,0.17,0.24,2020-02-07
Julia Araújo,Esportes,4068.91,4203.31,0.16,0.27,2020-02-07
Lucas Rodrigues,Esportes,3305.98,1658.64,0.17,0.31,2020-02-07
Thiago Carvalho,Esportes,3886.01,1370.39,0.43,0.27,2020-02-07
Mateus Barbosa,Eletrônicos,1348.88,2596.47,0.12,0.16,2020-02-07
Camila Carvalho,Casa,2929.53,2794.44,0.15,0.3,2020-02-07
Diego Cardoso,Vestuário,120.79,2345.75,0.22,0.2,2020-02-07
Jorge Santos,Brinquedo,2841.49,2828.82,0.11,0.2,2020-02-07
Raphael Silva,Papelaria,561.48,400.79,0.43,0.43,2020-02-07
Caroline Reis,Papelaria,204.56,742.35,0.22,0.43,2020-02-07
Letícia Nascimento,Eletrônicos,1644.97,2306.9,0.26,0.18,2020-02-08
Ana Sousa,Eletrônicos,3704.72,2844.65,0.32,0.24,2020-02-08
Gustavo Martins,Eletrônicos,595.5,4691.32,0.12,0.18,2020-02-08
Beatriz Santos,Vestuário,2559.16,1998.67,0.1,0.2,2020-02-08
Camila Lima,Vestuário,1616.23,1371.38,0.19,0.18,2020-02-08
Thiago Barbosa,Acessórios,578.91,1378.71,0.78,0.58,2020-02-08
Letícia Ribeiro,Acessórios,1053.05,841.72,0.48,0.6,2020-02-08
Enzo Nascimento,Casa,2896.29,5153.45,0.31,0.31,2020-02-08
Guilherme Santos,Casa,2000.22,3696.18,0.31,0.33,2020-02-08
Vitória Ribeiro,Brinquedo,958.21,2695.81,0.33,0.24,2020-02-08
Julia Araújo,Esportes,1253.47,3133.84,0.25,0.36,2020-02-08
Lucas Rodrigues,Esportes,1610.44,5173.32,0.34,0.33,2020-02-08
Thiago Carvalho,Esportes,498.11,2032.33,0.38,0.39,2020-02-08
Mateus Barbosa,Eletrônicos,2664.82,4588.89,0.11,0.17,2020-02-08
Camila Carvalho,Casa,711.23,4284.58,0.36,0.26,2020-02-08
Diego Cardoso,Vestuário,1469.16,2972.63,0.24,0.18,2020-02-08
Jorge Santos,Brinquedo,2987.33,2218.86,0.3,0.21,2020-02-08
Raphael Silva,Papelaria,549.6,319.08,0.43,0.52,2020-02-08
Caroline Reis,Papelaria,611.2,480.19,0.58,0.5,2020-02-08
Letícia Nascimento,Eletrônicos,2585.5,4735.14,0.14,0.16,2020-02-09
Ana Sousa,Eletrônicos,3133.09,3987.32,0.11,0.2,2020-02-09
Gustavo Martins,Eletrônicos,3835.37,3258.54,0.09,0.18,2020-02-09
Beatriz Santos,Vestuário,2590.97,1647.37,0.11,0.17,2020-02-09
Camila Lima,Vestuário,2025.63,2343.42,0.12,0.15,2020-02-09
Thiago Barbosa,Acessórios,381.34,983.03,0.56,0.44,2020-02-09
Letícia Ribeiro,Acessórios,130.98,1363.93,0.28,0.48,2020-02-09
Enzo Nascimento,Casa,1251.13,2589.46,0.21,0.25,2020-02-09
Guilherme Santos,Casa,135.08,3525.85,0.2,0.32,2020-02-09
Vitória Ribeiro,Brinquedo,1605.85,2620.82,0.32,0.2,2020-02-09
Julia Araújo,Esportes,1528.9,3296.27,0.2,0.3,2020-02-09
Lucas Rodrigues,Esportes,1626.78,4166.35,0.21,0.38,2020-02-09
Thiago Carvalho,Esportes,2627.52,4630.68,0.35,0.34,2020-02-09
Mateus Barbosa,Eletrônicos,1615.64,2782.47,0.26,0.21,2020-02-09
Camila Carvalho,Casa,120.78,3379.71,0.19,0.22,2020-02-09
Diego Cardoso,Vestuário,1456.13,3675.23,0.27,0.15,2020-02-09
Jorge Santos,Brinquedo,2823.66,3442.07,0.31,0.22,2020-02-09
Raphael Silva,Papelaria,548.54,747.66,0.31,0.4,2020-02-09
Caroline Reis,Papelaria,606.55,278.11,0.47,0.54,2020-02-09
Letícia Nascimento,Eletrônicos,1659.73,4429.13,0.31,0.21,2020-02-10
Ana Sousa,Eletrônicos,1131.85,4306.82,0.12,0.22,2020-02-10
Gustavo Martins,Eletrônicos,1879.92,3446.87,0.31,0.18,2020-02-10
Beatriz Santos,Vestuário,1726.84,1274.23,0.2,0.19,2020-02-10
Camila Lima,Vestuário,1559.31,2275.26,0.27,0.17,2020-02-10
Thiago Barbosa,Acessórios,1174.67,1354.58,0.46,0.52,2020-02-10
Letícia Ribeiro,Acessórios,1314.71,1142.32,0.68,0.52,2020-02-10
Enzo Nascimento,Casa,4137.34,4162.1,0.32,0.24,2020-02-10
Guilherme Santos,Casa,1301.51,2182.3,0.41,0.32,2020-02-10
Vitória Ribeiro,Brinquedo,2010.43,1312.59,0.38,0.26,2020-02-10
Julia Araújo,Esportes,228.99,3195.45,0.18,0.38,2020-02-10
Lucas Rodrigues,Esportes,2859.85,4103.05,0.38,0.38,2020-02-10
Thiago Carvalho,Esportes,1887.44,3742.93,0.17,0.39,2020-02-10
Mateus Barbosa,Eletrônicos,215.43,1684.38,0.29,0.17,2020-02-10
Camila Carvalho,Casa,3923.63,2332.67,0.21,0.31,2020-02-10
Diego Cardoso,Vestuário,143.87,2664.93,0.09,0.14,2020-02-10
Jorge Santos,Brinquedo,1235.71,2188.29,0.11,0.23,2020-02-10
Raphael Silva,Papelaria,506.74,730.47,0.29,0.45,2020-02-10
Caroline Reis,Papelaria,271.61,392.3,0.59,0.36,2020-02-10
Letícia Nascimento,Eletrônicos,493.37,4111.01,0.11,0.22,2020-02-11
Ana Sousa,Eletrônicos,2194.59,2177.77,0.28,0.21,2020-02-11
Gustavo Martins,Eletrônicos,2527.44,1317.3,0.18,0.19,2020-02-11
Beatriz Santos,Vestuário,930.7,1720.69,0.23,0.2,2020-02-11
Camila Lima,Vestuário,254.71,2229.36,0.25,0.18,2020-02-11
Thiago Barbosa,Acessórios,156.17,603.59,0.3,0.56,2020-02-11
Letícia Ribeiro,Acessórios,860.8,640.45,0.26,0.48,2020-02-11
Enzo Nascimento,Casa,1190.95,4852.21,0.12,0.24,2020-02-11
Guilherme Santos,Casa,3565.32,4049.85,0.2,0.24,2020-02-11
Vitória Ribeiro,Brinquedo,3195.73,2984.29,0.11,0.23,2020-02-11
Julia Araújo,Esportes,1309.35,4537.11,0.16,0.29,2020-02-11
Lucas Rodrigues,Esportes,1972.07,2825.39,0.27,0.38,2020-02-11
Thiago Carvalho,Esportes,2586.31,2307.56,0.4,0.35,2020-02-11
Mateus Barbosa,Eletrônicos,1382.51,4971.51,0.22,0.17,2020-02-11
Camila Carvalho,Casa,2919.52,4640.63,0.34,0.32,2020-02-11
Diego Cardoso,Vestuário,2425.19,3156.86,0.27,0.17,2020-02-11
Jorge Santos,Brinquedo,3277.14,2251.85,0.21,0.21,2020-02-11
Raphael Silva,Papelaria,165.72,463.34,0.36,0.49,2020-02-11
Caroline Reis,Papelaria,167.19,746.76,0.4,0.38,2020-02-11
Letícia Nascimento,Eletrônicos,113.44,3638.06,0.28,0.21,2020-02-12
Ana Sousa,Eletrônicos,462.46,4384.18,0.29,0.17,2020-02-12
Gustavo Martins,Eletrônicos,1507.92,2525.14,0.26,0.22,2020-02-12
Beatriz Santos,Vestuário,144.82,1083.72,0.08,0.16,2020-02-12
Camila Lima,Vestuário,1048.58,2317.72,0.27,0.17,2020-02-12
Thiago Barbosa,Acessórios,380.04,700.27,0.36,0.56,2020-02-12
Letícia Ribeiro,Acessórios,206.7,927.9,0.28,0.42,2020-02-12
Enzo Nascimento,Casa,2665.35,3921.64,0.42,0.32,2020-02-12
Guilherme Santos,Casa,2614.17,3689.7,0.42,0.28,2020-02-12
Vitória Ribeiro,Brinquedo,2433.29,3827.58,0.16,0.28,2020-02-12
Julia Araújo,Esportes,3362.49,1665.35,0.44,0.31,2020-02-12
Lucas Rodrigues,Esportes,1247.03,2152.1,0.38,0.3,2020-02-12
Thiago Carvalho,Esportes,4152.58,1899.14,0.16,0.27,2020-02-12
Mateus Barbosa,Eletrônicos,2336.13,3975.06,0.27,0.22,2020-02-12
Camila Carvalho,Casa,776.97,2634.52,0.4,0.23,2020-02-12
Diego Cardoso,Vestuário,2120.35,2651.66,0.24,0.2,2020-02-12
Jorge Santos,Brinquedo,980.86,1568.14,0.15,0.23,2020-02-12
Raphael Silva,Papelaria,364.54,248.42,0.32,0.36,2020-02-12
Caroline Reis,Papelaria,565.44,809.69,0.49,0.43,2020-02-12
Letícia Nascimento,Eletrônicos,882.32,1905.52,0.24,0.22,2020-02-13
Ana Sousa,Eletrônicos,1761.61,2083.36,0.19,0.17,2020-02-13
Gustavo Martins,Eletrônicos,1863.76,4899.38,0.22,0.18,2020-02-13
Beatriz Santos,Vestuário,1970.17,971.07,0.27,0.2,2020-02-13
Camila Lima,Vestuário,2718.85,1191.5,0.28,0.2,2020-02-13
Thiago Barbosa,Acessórios,1006.87,862.45,0.22,0.58,2020-02-13
Letícia Ribeiro,Acessórios,1119.36,810.73,0.7,0.48,2020-02-13
Enzo Nascimento,Casa,3146.93,1885.97,0.31,0.26,2020-02-13
Guilherme Santos,Casa,443.97,3588.02,0.24,0.31,2020-02-13
Vitória Ribeiro,Brinquedo,2571.22,3780.06,0.36,0.25,2020-02-13
Julia Araújo,Esportes,1303.87,3939.42,0.3,0.36,2020-02-13
Lucas Rodrigues,Esportes,2928.37,2431.2,0.29,0.3,2020-02-13
Thiago Carvalho,Esportes,3357.54,4279.92,0.34,0.35,2020-02-13
Mateus Barbosa,Eletrônicos,3772.45,2286.64,0.26,0.16,2020-02-13
Camila Carvalho,Casa,313.12,1912.84,0.43,0.23,2020-02-13
Diego Cardoso,Vestuário,897.27,3305.83,0.07,0.2,2020-02-13
Jorge Santos,Brinquedo,3139.81,3813.03,0.33,0.29,2020-02-13
Raphael Silva,Papelaria,327.89,322.94,0.61,0.38,2020-02-13
Caroline Reis,Papelaria,291.68,554.06,0.5,0.49,2020-02-13
Letícia Nascimento,Eletrônicos,503.16,2332.71,0.18,0.2,2020-02-14
Ana Sousa,Eletrônicos,1161.19,2786.04,0.3,0.2,2020-02-14
Gustavo Martins,Eletrônicos,964.38,3325.14,0.3,0.22,2020-02-14
Beatriz Santos,Vestuário,2583.27,2884.91,0.08,0.2,2020-02-14
Camila Lima,Vestuário,917.85,1888.37,0.22,0.21,2020-02-14
Thiago Barbosa,Acessórios,1166.06,1294.84,0.42,0.44,2020-02-14
Letícia Ribeiro,Acessórios,371.51,561.68,0.66,0.52,2020-02-14
Enzo Nascimento,Casa,1319.53,2002.4,0.37,0.3,2020-02-14
Guilherme Santos,Casa,4347.99,3116.72,0.36,0.32,2020-02-14
Vitória Ribeiro,Brinquedo,1066.39,1592.16,0.35,0.26,2020-02-14
Julia Araújo,Esportes,119.14,4905.37,0.52,0.29,2020-02-14
Lucas Rodrigues,Esportes,4193.54,2012.57,0.26,0.36,2020-02-14
Thiago Carvalho,Esportes,3370.5,5009.63,0.2,0.38,2020-02-14
Mateus Barbosa,Eletrônicos,1003.38,4955.93,0.1,0.17,2020-02-14
Camila Carvalho,Casa,933.51,5419.49,0.18,0.23,2020-02-14
Diego Cardoso,Vestuário,2826.58,2177.18,0.27,0.17,2020-02-14
Jorge Santos,Brinquedo,1889.83,2552.81,0.36,0.3,2020-02-14
Raphael Silva,Papelaria,570.64,598.5,0.49,0.41,2020-02-14
Caroline Reis,Papelaria,119.31,797.18,0.2,0.47,2020-02-14
Letícia Nascimento,Eletrônicos,1939.71,3525.2,0.31,0.2,2020-02-15
Ana Sousa,Eletrônicos,1150.47,4046.24,0.17,0.18,2020-02-15
Gustavo Martins,Eletrônicos,2802.51,3994.86,0.08,0.2,2020-02-15
Beatriz Santos,Vestuário,1252.68,1605.09,0.2,0.2,2020-02-15
Camila Lima,Vestuário,1529.41,1158.98,0.18,0.15,2020-02-15
Thiago Barbosa,Acessórios,1185.52,568.32,0.54,0.5,2020-02-15
Letícia Ribeiro,Acessórios,583.41,1428.55,0.6,0.58,2020-02-15
Enzo Nascimento,Casa,2261.61,5069.09,0.29,0.28,2020-02-15
Guilherme Santos,Casa,4410.2,2974.34,0.14,0.23,2020-02-15
Vitória Ribeiro,Brinquedo,1523.25,3605.75,0.36,0.25,2020-02-15
Julia Araújo,Esportes,686.18,4620.63,0.45,0.31,2020-02-15
Lucas Rodrigues,Esportes,1539.35,5327.66,0.26,0.36,2020-02-15
Thiago Carvalho,Esportes,998.52,1658.42,0.38,0.3,2020-02-15
Mateus Barbosa,Eletrônicos,1436.1,2479.16,0.19,0.2,2020-02-15
Camila Carvalho,Casa,608.18,3819.09,0.42,0.29,2020-02-15
Diego Cardoso,Vestuário,2955.68,2142.6,0.27,0.21,2020-02-15
Jorge Santos,Brinquedo,2381.49,2990.79,0.21,0.24,2020-02-15
Raphael Silva,Papelaria,421.2,580.1,0.36,0.43,2020-02-15
Caroline Reis,Papelaria,503.7,258.37,0.52,0.38,2020-02-15
Letícia Nascimento,Eletrônicos,1888.26,1830.16,0.26,0.17,2020-02-16
Ana Sousa,Eletrônicos,2794.84,2260.72,0.16,0.18,2020-02-16
Gustavo Martins,Eletrônicos,3503.48,1637.14,0.19,0.18,2020-02-16
Beatriz Santos,Vestuário,2705.76,3588.41,0.27,0.21,2020-02-16
Camila Lima,Vestuário,1749.98,2805.12,0.08,0.2,2020-02-16
Thiago Barbosa,Acessórios,1294.47,848.16,0.3,0.52,2020-02-16
Letícia Ribeiro,Acessórios,1145.72,987.71,0.72,0.46,2020-02-16
Enzo Nascimento,Casa,380.29,1934.99,0.42,0.32,2020-02-16
Guilherme Santos,Casa,3090.24,4888.24,0.33,0.22,2020-02-16
Vitória Ribeiro,Brinquedo,1602.44,1253.77,0.19,0.28,2020-02-16
Julia Araújo,Esportes,3262.76,1588.1,0.42,0.31,2020-02-16
Lucas Rodrigues,Esportes,1995.55,1682.17,0.35,0.36,2020-02-16
Thiago Carvalho,Esportes,702.53,4256.98,0.34,0.29,2020-02-16
Mateus Barbosa,Eletrônicos,1361.35,3025.98,0.26,0.22,2020-02-16
Camila Carvalho,Casa,4015.8,2324.72,0.23,0.23,2020-02-16
Diego Cardoso,Vestuário,1277.78,2640.64,0.17,0.14,2020-02-16
Jorge Santos,Brinquedo,2683.65,3082.41,0.35,0.23,2020-02-16
Raphael Silva,Papelaria,649.83,352.83,0.54,0.52,2020-02-16
Caroline Reis,Papelaria,254.35,590.69,0.36,0.49,2020-02-16
Letícia Nascimento,Eletrônicos,766.38,2628.74,0.08,0.22,2020-02-17
Ana Sousa,Eletrônicos,2101.18,2254.54,0.11,0.22,2020-02-17
Gustavo Martins,Eletrônicos,620.45,3476.15,0.18,0.17,2020-02-17
